text,origins
Het gaat hierbij om particu liere verhuurders,19
Voor het grootste gedeelte van de posten is de behandeling inmiddels afgerond,19
De steek proef toont aan dat in grote mate positief kan worden geoordeeld over zelfstandigheid van het huurobject het recht om huurtoeslag aan te vragen en de mate van rechtmatigheid van de huurtoeslag zelf,19
Tegelijkertijd zijn bij circa een vijfde deel van de nabehandelde posten van de behandelde posten geen stukken van de aanvrager ontvangen en is de huurtoeslag stopgezet,19
De resultaten van de steekproef laten zien dat het in de actualiteit controleren op en communiceren over het recht van huurtoeslag structureel moet worden ingericht,19
Wij zijn van mening dat het MampObeleid gericht op de aanvragers van huurtoeslag die aangeven particulier te huren in 2023 niet toereikend was,19
Het structureel inrichten van het toezicht kan bijdragen aan het verkleinen van de onzekerheid over het recht op huurtoeslag 434 DG Herstel Wij hebben in 2022 aanbevolen een overkoepelend MampObeleid voor de hersteloperatie en een beleid per regeling op te stellen,19
Inmiddels is een start gemaakt door voor verschillende regelingen een risico controlematrix op te stellen,19
Bij het vormgeven van het MampObeleid voor herstelregelingen wordt de bijzondere aard van de herstelregelingen die mede gericht zijn op herstel van vertrouwen meegewogen,19
In 2023 is het merendeel van de kindregeling uitbetaald,19
Het doel van de kindregeling is het bieden van een steun in de rug voor en het erkennen van het leed van kinderen die de problematiek van de kinderopvangtoeslag van dichtbij hebben meegemaakt,19
De vergoeding is bedoeld voor de kinderen zelf,19
Net zoals andere herstelregelingen kent ook de kindregeling risicos rond misbruik en oneigenlijk gebruik,19
Specifiek voor de kindregeling betreft dit onder andere de risicos rond uitbetaling aan minderjarige kinderen of aan hun wettelijk vertegenwoordigers,19
Deze risicos zijn ook uiteengezet in de memorie van toelichting van de Wet hersteloperatie Toeslagen,19
Wij adviseren om alert te blijven op signalen rond misbruik en oneigenlijk gebruik en aandacht te houden voor maatregelen die daartegen getroffen kunnen worden 43 Herstel en Veerkrachtplan Vorig jaar heeft de Raad van de Europese Unie het Nederlandse Herstel en Veerkrachtplan HVP voor duurzaam economisch herstel goedgekeurd,19
Wij constateerden al eerder dat de departementen nog veel werk moesten verzetten om de eerste betaalaanvraag bij de Europese Commissie EC met succes te kunnen indienen,19
Onze controles van de informatie die de departementen medio juni 2023 hebben aangeleverd wezen uit dat Nederland onvoldoende voortgang had geboekt om volgens plan in december 2023 in aanmerking te komen voor de eerste betaling 13 miljard van het totaalbedrag van 54 miljard,19
Zo waren onder andere de vereiste informatie over eindbegunstigden en contractanten nog onvoldoende beschikbaar,19
Ook waren er onvoldoende werkzaamheden gericht op het voorkomen van fraude corruptie dubbele financiering en belangenverstrengeling verricht op het door de EC vereiste detailniveau,19
Verder ontbraken kwantitatieve onderbouwingen van mijlpalen of waren deze onvolledig en waren controles in de eerste en tweede lijn hierop onvoldoende zichtbaar uitgevoerd,19
Het indienen van het eerste betaalverzoek is inmiddels uitgesteld naar eind mei 2024,19
De EC heeft in december een audit uitgevoerd bij het ministerie van Economische Zaken en Klimaat en het ministerie van Sociale Zaken en Werkgelegenheid naar de interne controle en de maatregelen ter bescherming van de financiële belangen van de Unie gericht op fraude corruptie dubbele financiering en belangen verstrengeling,19
De uitkomsten moeten nog formeel gerapporteerd worden,19
De programmadirectie HVP en de betrokken departementen hebben naar aanleiding van de geconstateerde bevindingen bij de oplevering van medio juni en de informeel gedeelde eerste bevindingen van de audit van de EC diverse verbeteracties geïnitieerd,19
Zo hebben onder andere gespreksrondes met de directeuren FEZ van de betrokken departementen plaatsgevonden is extra ondersteuning voor de departementen georganiseerd en worden er trainingen gegeven door de programmadirectie HVP,19
Er is overeenstemming over de operationele regeling met de EC die duidelijk maakt welke bewijslast aangeleverd moet worden,19
De afgelopen maanden is op de verschillende departementen gewerkt aan de bewustwording van het belang van de verantwoording rond HVP en wat dit in de praktijk betekent,19
De controle ten behoeve van het uitgestelde betaalverzoek moet gaan uitwijzen of de effecten hiervan ook in de nieuw aangeleverde informatie zichtbaar worden 44 Informatiebeveiliging In september 2023 is het informatiebeveiligings beleidsplan van het ministerie van Financiën geactualiseerd,19
Dit plan geeft algemene beleidsuitgangs punten over informatiebeveiliging IB en sluit aan op de inrichting van de nieuwe directie Digitalisering en Informatisering,19
Het plan beschrijft hoe IB is ingebed binnen het ministerie van Financiën,19
Het IBbeleid geeft richting aan de beveiliging van informatiesystemen en daarmee aan een weerbaar ministerie van Financiën,19
Het ministerie onderkent dat dit een noodzaak is in een tijd met sterk toegenomen dreiging professionele dreigingsactoren en complexe IT,19
Door verder te professionaliseren kan het ministerie steeds beter inspelen op de toenemende en steeds veranderende cyberdreigingen,19
De naleving van het IBbeleid wordt gemonitord door het departementale CIOstelsel,19
Het ministerie geeft aan dat op het gebied van de implementatie van de Baseline Informatiebeveiliging Rijksoverheid BIO stappen zijn gezet om de beheersing van BIOrisicos naar een hoger niveau te tillen,19
Dit richt zich met name op inzetten van aanvullende functionaliteit om het inzicht in de mogelijke IBrisicos te vergroten,19
Het ministerie werkt eraan om te voldoen aan de BIO controls,19
Wij constateren dat het lastig is om de aantoon baarheid van de maatregelen op orde te krijgen,19
In 2023 is door het opleveren van het dreigingsbeeld Financiën een belangrijke stap gezet in het zichtbaar maken van dreigingen en de relatie met te beschermen belangen,19
Blijvende evaluatie en actualisatie is nodig aangezien de risicobeheersing op digitale weerbaarheid steeds belangrijker wordt,19
Wij hebben vanuit ons onderzoek naar informatie beveiliging van de Belastingdienst enkele kwetsbaarheden in de ITinfrastructuur geconstateerd,19
Het risico dat hiermee gepaard gaat is dat bij een aanval van buitenaf of van binnenuit een aanvaller toegang kan krijgen tot de ITsystemen van de Belastingdienst en databestanden kan versleutelen digitale gijzeling,19
Wij adviseren de Belastingdienst om de kwetsbaarheden nader te onderzoeken om daarmee na te gaan of deze voldoende worden beheerst,19
Om Toeslagen en Douane in staat te stellen verantwoordelijkheid te nemen voor de beheersing van IBrisicos met betrekking tot de ITdienstverlening door de Belastingdienst raden wij aan om hier afspraken over te maken en deze vast te leggen in service level agreements,19
Vereisten vanuit NIS2richtlijn De huidige BIO zal in 2024 vervangen worden door BIO 20 en de EUrichtlijn Network Information Security Directive NIS2 zal van kracht worden,19
NIS2 is een EUrichtlijn die gericht is op het creëren van een hoog gezamenlijk niveau van cyberbeveiliging in de Europese Unie,19
De Rijksoverheid valt onder deze richtlijn en dient rekening te houden met nieuwe eisen op het gebied van cyberbeveiliging,19
Recent is duidelijk geworden dat het omzetten van de Europese richtlijn NIS2 in nationale wetgeving meer tijd vergt dan verwacht waardoor de implementatierichtlijn vanuit de Europese Commissie van 17 oktober 2024 niet wordt gehaald,19
Daardoor is op onderdelen nog niet concreet welke gevolgen de NIS2 heeft voor de Rijksoverheid bijvoorbeeld de impact van de bestuurdersaansprakelijkheid die in deze richtlijn wordt genoemd,19
Desondanks adviseren wij om voor uw organisatie na te laten gaan welke stappen nog moeten worden genomen om te voldoen aan de NIS2richtlijn en waar nodig tijdig afdoende capaciteit vrij te maken,19
De Rijksinspectie Digitale Infrastructuur RDI is stelsel toezichthouder op de naleving van de NIS2,19
Concreet betekent dit dat voor de Rijksoverheid zo veel als mogelijk gebruik zal worden gemaakt van het bestaande toezichts en verantwoordingsstelsel zoals de Informatie beveiligingsbeelden dat gebruikt wordt door departe menten en organisaties als jaarlijkse verantwoording over de stand van informatiebeveiliging maar ook onderzoeken en audits vanuit onder meer de Algemene Rekenkamer en ADR,19
Momenteel zijn wij met CIORijk BZK en de RDI in overleg op welke wijze de ADR vanuit haar rol een bijdrage kan leveren in dit stelsel,19
Wij stellen vast dat de AVGimplementatie nog niet goed op schema ligt bij het ministerie van Financiën inclusief uitvoeringsorganisaties Belastingdienst Toeslagen en Douane,19
In 2023 zijn verdere stappen gezet om in control te komen maar er is nog een lange weg te gaan naar AVGcompliancy,19
Dit blijkt onder meer uit een aantal in 2023 door ons uitgevoerde onderzoeken zoals de audit naar de verwerkingsregisters Belastingdienst Douane en Bij de acties in het project Privacy op Orde moet de lijnorganisatie nog veel werk verzetten om alle gestelde doelen en toezeggingen te bereiken,19
Wel zien wij dat het sturingsmodel met bijhorende rollen functies kaders en rapportagelijnen effect heeft,19
Met de in 2023 aangestelde Chief Privacy Officers CPOs wordt meer grip gekregen op de AVGprocesgang met bijbehorende acties,19
Deze CPOs kunnen nog beter in positie worden gezet met heldere communicatie en afspraken met name bij beleidsmatige en juridische vraagstukken met privacyraakvlakken,19
Het gebrek aan voldoende geschoold personeel in de uitvoering de schaarste op specifieke functies en AVGkennisgebieden en beperkte capaciteit van medewerkers zijn voor de AVGimplementatie blijvende verstorende factoren,19
Een aandachtspunt hierbij is een betere ondersteuning van de Functionaris Gegevens bescherming bij het beoordelen van zogeheten Data Protection Impact Assessments,19
Volgens de huidige wet en regelgeving kunnen verplichtingen die in een voorgaand jaar zijn aangegaan en negatief moeten worden bijgesteld op twee manieren verwerkt worden in de financiële verantwoording salderen met verplichtingen die in het lopende jaar zijn de openstaande verplichtingen op de saldibalans en het brutobedrag van de aangegane verplichtingen opnemen in de verantwoordingsstaat,19
Beide methoden kunnen volgens het directoraatgeneraal Rijksbegroting in de comptabele wet en regelgeving worden teruggelezen en zijn daarom toegestaan,19
Het ministerie van Financiën past beide methoden toe in de jaarrekening,19
Aangezien de jaarrekening inzicht moet geven in de verplichtingen en op basis van de uitgangspunten van de Comptabiliteitswet 2016 autorisatierecht van de StatenGeneraal universaliteit bruto boeken verplichtingenbegrip lijkt het ons vanzelfsprekend om de tweede methode te gebruiken en negatieve bijstellingen van verplichtingen uit voorgaande jaren niet te salderen met de in het lopende jaar aangegane verplichtingen in de verantwoordingsstaat,19
Op deze manier vermeldt de verantwoordingsstaat het werkelijke bedrag van de in het jaar aangegane verplichtingen,19
Wij zijn dan ook van mening dat dit de regel moet zijn,19
Zo kan de Staten Generaal in het kader van het budgetrecht besluiten over de in het jaar aan te gane verplichtingen en aangegane verplichtingen,19
In de jaarrekening 2023 is een adequate toelichting gegeven op de manier waarop negatieve bijstellingen van verplichtingen uit voorgaande jaren zijn verwerkt,19
Wij adviseren om in de toekomst negatieve bijstellingen van aangegane verplichtingen uit voorgaande jaren op een consistente wijze te begroten en te verantwoorden in de financiële overzichten van het ministerie van Financiën,19
Ons oordeel Wij hebben de financiële overzichten die deel uitmaken van het jaarverslag 2023 van het ministerie van Financiën gecontroleerd,19
Naar ons oordeel geven deze financiële overzichten een getrouw beeld van de uitkomsten van de begrotingsuitvoering van het ministerie van Financiën over 2023 in overeenstemming met de verslaggevings voorschriften die zijn opgenomen in de Comptabiliteitswet 2016 en de daaruit voortvloeiende regelgeving waaronder de Regeling rijksbegrotingsvoorschriften 2024,19
De financiële overzichten bestaan uit de departementale verantwoordingsstaten over 2023 met de financiële toelichting daarbij de departementale saldibalansen per 31 december 2023 met de toelichting daarbij de in de uiteenzetting over de gevoerde bedrijfsvoering bedrijfsvoeringsparagraaf De basis voor ons oordeel Wij hebben onze controle uitgevoerd volgens het Nederlands recht waaronder ook de Nederlandse controlestandaarden en de Regeling Controleprotocol WNT 2023 vallen,19
Wij zijn onafhankelijk van het ministerie van Financiën zoals vereist in de Verordening inzake de onafhankelijkheid van accountants bij assuranceopdrachten ViO en andere voor de opdracht relevante onafhankelijkheidsregels in Nederland,19
Verder hebben wij voldaan aan de Verordening gedrags en beroepsregels accountants VGBA,27
Benadrukking van een inherente onzekerheid in verband met misbruik en oneigenlijk gebruik Wij vestigen de aandacht op de uiteenzetting over het beleid inzake misbruik en oneigenlijk gebruik in de bedrijfsvoeringsparagraaf vanaf pagina 133 in het jaarverslag,19
In deze paragraaf wordt uiteengezet dat als gevolg van beperkingen bij de uitvoering van werkzaamheden door de Belastingdienst de Douane en Toeslagen onzekerheid blijft bestaan omtrent de juistheid en de volledigheid van door belanghebbenden zelf verstrekte gegevens,19
Dit resulteert in een inherente onzekerheid over de volledigheid van de ontvangsten en de juistheid van de uitgaven,19
Deze onzekerheid is niet nader kwantifi ceerbaar,19
Ons oordeel is niet aangepast als gevolg van deze aangelegenheid,19
Naleving anticumulatiebepaling WNT niet gecontroleerd In overeenstemming met de Regeling Controleprotocol WNT 2023 hebben wij de anticumulatiebepaling bedoeld in artikel 16a WNT en artikel 5 lid 1 sub n en o Uitvoeringsregeling WNT niet gecontroleerd,19
Dit betekent dat wij niet hebben gecontroleerd of er wel of niet sprake is van een normoverschrijding door een leidinggevende topfunctionaris vanwege eventuele dienstbetrekkingen als leiding gevende topfunctionaris bij andere WNTplichtige instellingen alsmede of de in dit kader vereiste toelichting juist en volledig is,19
Informatie over onze controleaanpak frauderisicos en uitkomsten daarvan Wij hebben onze controlewerkzaamheden inzake frauderisicos bepaald in het kader van de controle van de financiële overzichten als geheel en bij het vormen van ons oordeel hierover,27
Onderstaande informatie moet in dat kader worden bezien en niet als afzonderlijke oordelen of conclusies,27
Wij hebben tijdens onze controle inzicht verkregen in het ministerie van Financiën en zijn omgeving de componenten van het interne beheersingssysteem waaronder het risico inschattingsproces en de wijze waarop het management inspeelt op frauderisicos en het interne beheersingssysteem monitort alsmede de uitkomsten daarvan,19
Ons beeld inzake de beheersing van de risicos op fraude en de ontwikkelingen hierin sluiten aan bij het hetgeen het ministerie van Financiën hierover rapporteert in de bedrijfsvoeringsparagraaf van het jaarverslag blz 138,19
Wij hebben de opzet en het bestaan van interne beheersmaatregelen gericht op het mitigeren van frauderisicos geëvalueerd en voor zover wij noodzakelijk achten de werking getoetst,19
Wij hebben geëvalueerd of deze factoren een indicatie vormden voor de aanwezigheid van het risico op afwijkingen van materieel belang als gevolg van fraude,25
De door ons geïdentificeerde belangrijkste frauderisicos controlewerkzaamheden en uitkomsten daarvan zijn als volgt samen te vatten Bij de uitvoering van wet en regelgeving leveren derden gegevens aan voor het bepalen van de hoogte van een aanspraak of verplichting,19
Frauderisicos die hiermee samenhangen vallen onder de reikwijdte van het beleid ter voorkoming en bestrijding van misbruik en oneigenlijk gebruik,19
Wij hebben de opzet en het bestaan van dit beleid geëvalueerd en voor zover wij dit noodzakelijk achten de uitkomsten hiervan,19
Onze werkzaamheden bestonden onder meer uit het beoordelen van toezicht en handhavingsplannen en de monitoring hiervan bij Belastingdienst de Douane en Toeslagen Het risico op het doorbreken van interne beheersingsmaatregelen door het management hebben wij ondervangen door het toetsen van opzet het bestaan en de werking van primaire processen doornemen van de notulen van de bestuursraad in gesprekken met het bestuur en medewerkers expliciet navraag doen naar frauderisicos en fraudegevallen en het beoordelen van de aard van journaalposten en overige aanpassingen gericht op omvangrijke en ongebruikelijke transacties en aanpassingen in de financiële overzichten,19
Verklaring over de in het jaarverslag 2023 opgenomen andere informatie Naast de financiële overzichten omvat het jaarverslag andere informatie die bestaat uit het deel algemeen verzoek tot dechargeverlening en leeswijzer het nietfinanciële deel van de toelichting bij de diverse begrotingsartikelen de uiteenzetting over het gevoerde beleid beleidsverslag de uiteenzetting over de gevoerde bedrijfsvoering bedrijfsvoeringsparagraaf de voorgeschreven bijlagen,19
Op grond van onderstaande werkzaamheden zijn wij van mening dat de andere informatie niet strijdig is met de in het jaarverslag opgenomen financiële overzichten en geen Wij hebben de andere informatie gelezen en hebben op basis van onze kennis en ons begrip verkregen vanuit de controle van de financiële overzichten of anderszins overwogen of de andere informatie materiële afwijkingen bevat,19
Met onze werkzaamheden hebben wij voldaan aan de vereisten in artikel 3 eerste lid aanhef en onder b en artikel 4 tweede lid van het Besluit Auditdienst Rijk en de Nederlandse Standaard 720,19
Deze werkzaamheden hebben niet dezelfde diepgang als onze controlewerkzaamheden bij de financiële overzichten,21
De minister is verantwoordelijk voor het opstellen van de andere informatie in overeenstemming met de verslaggevingsvoorschriften die zijn opgenomen in de Comptabiliteitswet 2016 en de daaruit voortvloeiende regelgeving waaronder de Regeling rijksbegrotingsvoorschriften 2024,19
Verantwoordelijkheden van de minister voor de financiële overzichten De minister is verantwoordelijk voor het opmaken van de financiële overzichten die de uitkomsten van de begrotingsuitvoering getrouw dienen weer te geven in overeen stemming met de verslaggevingsvoorschriften die zijn opgenomen in de Comptabiliteits wet 2016 en de daaruit voortvloeiende regelgeving waaronder de Regeling rijks begrotingsvoorschriften 2024,19
In dit kader is de minister verantwoordelijk voor een zodanige interne beheersing die de minister noodzakelijk acht om het opmaken van de financiële overzichten mogelijk te maken zonder afwijkingen van materieel belang als gevolg van fouten of fraude,27
Onze verantwoordelijkheden voor de controle van de financiële overzichten Onze verantwoordelijkheid is het zodanig plannen en uitvoeren van een controle opdracht dat wij daarmee voldoende en geschikte controleinformatie verkrijgen voor het door ons af te geven oordeel,19
Onze controle is uitgevoerd met een hoge mate maar geen absolute mate van zekerheid waardoor het mogelijk is dat wij tijdens onze controle niet alle materiële fouten en fraude ontdekken,27
Afwijkingen kunnen ontstaan als gevolg van fraude of fouten en zijn materieel indien redelijkerwijs kan worden verwacht dat deze afzonderlijk of gezamenlijk van invloed kunnen zijn op de beslissingen die gebruikers op basis van deze financiële overzichten nemen,27
De materialiteit beïnvloedt de aard timing en omvang van onze controlewerkzaamheden en de evaluatie van het effect van onderkende afwijkingen op ons oordeel,27
Wij hebben deze accountantscontrole professioneel kritisch uitgevoerd en hebben waar relevant professionele oordeelsvorming toegepast in overeenstemming met de Nederlandse controlestandaarden de Regeling Controleprotocol WNT 2023 ethische voorschriften en de onafhankelijkheidseisen,19
Onze controle bestond onder andere uit het identificeren en inschatten van de risicos dat de financiële overzichten afwijkingen van materieel belang bevatten als gevolg van fouten of fraude het in reactie op deze risicos bepalen en uitvoeren van controlewerkzaamheden en het verkrijgen van controleinformatie die voldoende en geschikt is als basis voor ons oordeel,27
Bij fraude is het risico dat een afwijking van materieel belang niet ontdekt wordt groter dan bij fouten,27
Bij fraude kan sprake zijn van samenspanning valsheid in geschrifte het opzettelijk nalaten transacties vast te leggen het opzettelijk verkeerd voorstellen van zaken of het doorbreken van de interne beheersing het verkrijgen van inzicht in de interne beheersing die relevant is voor de controle met als doel controlewerkzaamheden te selecteren die passend zijn in de omstandigheden,27
Deze werkzaamheden hebben niet als doel om een oordeel uit te spreken over de effectiviteit van de interne beheersing van het ministerie het evalueren van de geschiktheid van de gebruikte grondslagen voor financiële verslaggeving en het evalueren van de redelijkheid van schattingen door het ministerie en de toelichtingen die daarover bij de financiële overzichten zijn opgenomen Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix Inhoudsopgave Bijlage 1 Controleverklaring van de onafhankelijke accountant 22 Bijlage 2 Onderzoeksverantwoording 26 1 11 Verbeterd financieel beheer zorgt voor meer stabiliteit 4 12 Doel en doelgroepen 4 13 Leeswijzer 5 14 Samenvatting bevindingen 6 1 Inleiding 11 Verbeterd financieel beheer zorgt voor meer stabiliteit Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 4 verantwoordingsinformatie in het jaarverslag hoofdstuk 2 Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 5 14 Samenvatting bevindingen Inkoopbeheer De Douane heeft maatregelen getroffen om het inkoopproces te verbeteren Het inkoopbeheer bij de Belastingdienst is op orde,19
Beheersing grote geldstromen Scriptbeheer Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 6 2 21 Controleverklaring 8 22 Overschrijding van rapporteringstoleranties 9 23 Totstandkoming nietfinanciële informatie 9 2 Uitkomsten onderzoek verantwoordingsinformatie jaarverslag 21 Controleverklaring beeld geven van de uitkomsten van de begrotings uitvoering over 2023 Tabel 1 Omvang financiële stromen Bedragen zijn in miljoen euro 2023 2022 Nationale Schuld IXA Financiën IXB Nationale Schuld IXA Financiën IXB Aangegane verplichtingen 57766 21166 37902 27037 Gerealiseerde uitgaven 57766 14559 37902 11679 Gerealiseerde ontvangsten 70982 222645 79587 185986 Afgerekende voorschotten 0 508 0 287 Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 8 22 Overschrijding van rapporteringstoleranties 23 Totstandkoming nietfinanciële informatie Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 9 31 Financieel beheer verder verbeterd 11 32 Bestaande bevindingen 12 33 Nieuwe bevinding 13 34 Opgeloste bevindingen 14 3 3 Uitkomsten onderzoek financieel beheer Tabel 2 Bevindingen over het beheer 2023 Beheersing grote geldstro men DG Douane Scriptbeheer DG Belastingdienst DG Douane Softwarewijzigingsbeheer DG Belastingdienst licht gemiddeld ernstig opgelost positieve ontwikkeling in 2023 geenonvoldoende ontwikkeling in 2023 Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 11 32 Bestaande bevindingen De Douane heeft de ambitie om een volwaardige tweedelijnsfunctie te ontwikkelen,19
Een verbeterplan voor Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 12 In mei 2023 heeft de Douane het Verbeterplan Inkoop en Contractmanagement gepresenteerd,19
Met dit verbeter 33 Nieuwe bevinding Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 13 34 Opgeloste bevindingen 341 IVportfoliomanagement Beleidsdepartement DG Belastingdienst DG Douane DG Toeslagen 1 De waiverprocedure treedt in werking wanneer inkopen gedaan worden die afwijken van de standaardregelgeving,19
Verplicht advies vragen over de rechtmatigheid van de beoogde inkopen wordt dan niet altijd gedaan of het advies wordt niet gevolgd,19
Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 14 4 41 Herstel Toeslagen 16 42 Misbruik en oneigenlijk gebruik 17 43 Herstel en Veerkrachtplan 18 44 Informatiebeveiliging 19 45 Algemene Verordening Gegevensbescherming 20 46 Negatieve bijstellingen van verplichtingen uit voorgaande jaren 20 4 Overige onderwerpen 2 Wanneer de overheid privaatrechtelijke overeenkomsten afsluit moet ervoor gewaakt worden dat deze geen publiekrechtelijke regeling in dit geval opgenomen in de Wht doorkruist,19
Doorkruisingsrisicos ontstaan bijvoorbeeld als de mate van rechtsbescherming bij de privaatrechtelijke route of het gehanteerde schadekader afwijkt van de bestaande regelingen en werkwijze van de CWS,19
Wij vragen aandacht voor de volgende punten Eerder hebben wij gewezen op een mogelijk Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 16 vooral hoe de effecten van toezicht vooraf betrouwbaar kunnen worden gemeten met de opdrachtgevers en de uitvoering ervan systematisch monitort,19
Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 17 Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 18 Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 19 45 Algemene Verordening Gegevensbescherming Toeslagen en uit contacten met de Autoriteit Persoonsgegevens 46 Negatieve bijstellingen van verplichtingen uit voorgaande jaren aangegaan en het nettobedrag van de aangegane verplichtingen opnemen in de verantwoordingsstaat verantwoorden als een vermindering van de stand van Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 20 Bijlagen Bijlage 1 Controleverklaring van de onafhankelijke accountant 22 Bijlage 2 Onderzoeksverantwoording 26 Bijlage 1 Controleverklaring van de onafhankelijke accountant Aan de minister van Financiën Verklaring over de in het jaarverslag 2023 opgenomen financiële overzichten opgenomen rapportage over de comptabele rechtmatigheid van de uitkomsten van de begrotingsuitvoering over 2023 de overzichten over 2023 met de gegevens als bedoeld in de artikelen 41 en 42 van de Wet normering topinkomens WNT,19
Onze verantwoordelijkheden op grond hiervan zijn beschreven in de sectie Onze verantwoordelijkheden voor de controle van de financiële overzichten,27
Wij vinden dat de door ons verkregen controleinformatie voldoende en geschikt is als basis voor ons oordeel,25
Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 22 Op basis van onze werkzaamheden hebben wij geen signalen van fraude die kunnen leiden tot een afwijking van materieel belang in de financiële overzichten materiële afwijkingen bevat alle informatie bevat die is vereist op grond van de verslaggevingsvoorschriften die zijn opgenomen in de Comptabiliteitswet 2016 en de daaruit voortvloeiende regelgeving waaronder de Regeling rijksbegrotingsvoorschriften 2024,19
Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 23 Beschrijving van verantwoordelijkheden met betrekking tot de financiële overzichten het evalueren van de presentatie structuur en inhoud van de financiële overzichten en de daarbij opgenomen toelichtingen het evalueren of de financiële overzichten een getrouw beeld geven van de onderliggende transacties en gebeurtenissen,19
Auditrapport 2023 Ministerie van Financiën en Nationale Schuld ix 24 Controle getrouw beeld financiële overzichten Als eerste onderdeel van onze wettelijke taak controleren wij of de in het jaarverslag opgenomen financiële overzichten een getrouw beeld geven van de uitkomsten van de begrotingsuitvoering en zijn opgesteld in overeenstemming met de geldende verslaggevingsvoorschriften,19
Deze taak vloeit voort uit artikel 3 eerste lid aanhef en onder a en artikel 6 eerste en tweede lid van het Besluit Auditdienst Rijk,27
Wij plannen en voeren onze controle zodanig uit dat wij een redelijke mate van zekerheid verkrijgen dat de financiële overzichten geen afwijkingen van materieel belang bevatten,27
Het materieel belang is bepalend voor de strekking van het oordeel in de controle verklaring,19
Wij zijn er bij onze controle van uitgegaan dat de voorgestelde wijzigingen in de slotwet de goedkeuring van de wetgever zullen krijgen,27
Voorts hebben wij onderzocht of de in het jaarverslag opgenomen andere nietfinanciële verantwoordingsinformatie niet strijdig is met de in het jaarverslag opgenomen financiële overzichten en geen materiële afwijkingen bevat,21
Ook zijn wij nagegaan dat het jaarverslag alle voorgeschreven informatie bevat,27
Overschrijding van rapporteringstoleranties Op grond van artikel 310 van de Comptabiliteitswet 2016 rapporteert de minister in de uiteenzetting over de gevoerde bedrijfsvoering bedrijfsvoeringsparagraaf in het jaarverslag over de comptabele rechtmatigheid van de uitkomsten van de begrotings uitvoering over 2023,19
In de bedrijfsvoeringsparagraaf zijn de rechtmatigheidsfouten en onzekerheden gemeld die hebben geleid tot overschrijding van de voorgeschreven rapporteringstoleranties,19
Controle op frauderisicos De primaire verantwoordelijkheid voor het voorkomen en detecteren van fraude berust bij het ministerie van Financiën,19
Als onderdeel van onze controle identificeren en schatten wij de risicos in op een afwijking van materieel belang in de financiële over zichten die het gevolg is van fraude,19
Onder fraude verstaan wij een opzettelijke handeling door een of meer leden van het management met governance belaste personen werknemers of derden waarbij gebruik wordt gemaakt van misleiding teneinde een onrechtmatig of onwettig voordeel te verkrijgen,19
Frauderisicos kunnen te maken hebben met het handelen van medewerkers van het ministerie het handelen van derden misbruik van wet en regelgeving of een combinatie van beide,27
Fraude kan daarbij voortkomen uit frauduleuze financiële verslaggeving en oneigenlijke toeeigening van activa waaronder door misbruik van wet en regelgeving door derden,27
Naleving anticumulatiebepaling WNT niet gecontroleerd Met ingang van 2018 stelt de Wet normering topinkomens WNT eisen aan de gegevens die moeten worden opgenomen in de WNTverantwoording,27
Deze eisen hebben onder andere betrekking op de samenloop van leidinggevende topfuncties bij meerdere WNTinstellingen bij één persoon anticumulatiebepaling,19
De Nederlandse Beroeps organisatie van Accountants heeft aangegeven dat dit leidt tot een knelpunt in de accountantscontrole omdat de juistheid en volledigheid van de WNTopgave op dit punt afhankelijk is van de situatie bij andere instellingen,19
Dit is ook aangegeven in de Regeling Controleprotocol WNT 2023,19
Wij kunnen de volledigheid van functies bij andere instellingen niet vaststellen en hebben geen toegang tot gegevens bij deze instellingen,27
In de controleverklaring lichten wij daarom toe dat de naleving van de anticumulatie bepaling vanwege deze vaktechnische beperkingen buiten de reikwijdte van onze controle valt,19
Onderzoek beheer Als tweede onderdeel van onze wettelijke taak onderzoeken wij of de geselecteerde processen van het begrotingsbeheer het financieel beheer de materiële bedrijfsvoering en de daartoe bijgehouden administraties voldoen aan de normen uit de comptabele wet en regelgeving,19
Deze taak volgt uit artikel 3 tweede lid en artikel 6 derde lid van het Besluit Auditdienst Rijk,27
De normen waaraan wij toetsen zijn op grond van artikel 4 derde lid van het Besluit Auditdienst Rijk ordelijkheid en controleerbaarheid van het begrotingsbeheer doelmatigheid rechtmatigheid ordelijkheid en controleerbaarheid van het Bij evaluatie van onze bevindingen hanteren wij drie categorieën licht gemiddeld en ernstig,19
